src_id,rel_type,tgt_id,confidence,meta
1,STRONG_EVIDENCE_FOR,9,1.0,"{""evidence_text"": ""ST segment elevation is an ECG sign of complete coronary artery occlusion and myocardial infarction."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Key Points"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
1,STRONG_EVIDENCE_FOR,9,1.0,"{""evidence_text"": ""ST segment elevation due to myocardial infarction can generally be 'localized' to a specific region of the heart supplied by a particular coronary artery."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Key Points"", ""paragraph_index"": 1, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
80,STRONG_EVIDENCE_FOR,42,1.0,"{""evidence_text"": ""Inferior wall myocardial infarction is characterized by ST segment elevation in leads II, III, and aVF."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Infarction Type and ECG Changes"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
43,STRONG_EVIDENCE_FOR,81,1.0,"{""evidence_text"": ""right coronary artery involvement is associated with reciprocal ST depression in leads I and aVL."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Infarction Type and ECG Changes"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
82,STRONG_EVIDENCE_FOR,83,1.0,"{""evidence_text"": ""circumflex artery involvement is suggested by the absence of reciprocal ST depression in I and aVL."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Infarction Type and ECG Changes"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
84,STRONG_EVIDENCE_FOR,85,1.0,"{""evidence_text"": ""Lateral wall myocardial infarction is associated with ST segment elevation in leads I, aVL, V5, and V6."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Infarction Type and ECG Changes"", ""paragraph_index"": 1, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
86,STRONG_EVIDENCE_FOR,87,1.0,"{""evidence_text"": ""Anterior wall myocardial infarction presents with ST segment elevation in the precordial leads V1, V2, V3, and V4."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Infarction Type and ECG Changes"", ""paragraph_index"": 2, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
88,WEAK_EVIDENCE_FOR,89,1.0,"{""evidence_text"": ""ECG interpretation should include assessment of whether the lesion is proximal, which may be indicated by ST segment elevation in leads I and aVL."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Infarction Type and ECG Changes"", ""paragraph_index"": 2, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
80,WEAK_EVIDENCE_FOR,90,1.0,"{""evidence_text"": ""Involvement of the inferior apex should also be considered, as suggested by ST segment elevation in leads II, III, and aVF."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Infarction Type and ECG Changes"", ""paragraph_index"": 2, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
91,STRONG_EVIDENCE_FOR,92,1.0,"{""evidence_text"": ""Left main coronary artery involvement is suggested by ST segment elevation in leads aVR and V1, accompanied by diffuse ST segment depression in the inferolateral leads."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Infarction Type and ECG Changes"", ""paragraph_index"": 3, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
1,STRONG_EVIDENCE_FOR,93,1.0,"{""evidence_text"": ""Among these, ST segment elevation is of particular clinical importance, as it defines ST elevation myocardial infarction (STEMI)."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Review"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
1,STRONG_EVIDENCE_FOR,9,1.0,"{""evidence_text"": ""Electrocardiographic findings associated with myocardial infarction encompass a range of abnormalities, including ST segment elevation."", ""source"": ""https://link.springer.com/chapter/10.1007/978-3-030-40341-6_7"", ""section_title"": ""Review"", ""paragraph_index"": 0, ""chunk_index"": 0, ""data_source"": ""chapter_extraction_results.json""}"
94,HAS_LABEL,95,1.0,"{""scp_code"": ""IMI"", ""label_text"": ""inferior myocardial infarction"", ""statement_category"": ""Myocardial Infarction"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
94,MAPS_TO,90,0.8334211707115173,"{""scp_code"": ""IMI"", ""node_text"": ""Inferior wall myocardial infarction"", ""reason"": ""same disease, wording variation"", ""rank"": 1, ""similarity"": 0.8334211707115173, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
94,MAPS_TO,42,0.8056627511978149,"{""scp_code"": ""IMI"", ""node_text"": ""Inferior Wall Myocardial Infarction"", ""reason"": ""same disease, wording variation"", ""rank"": 2, ""similarity"": 0.8056627511978149, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
94,SUPERTYPE_OF,9,0.7585110664367676,"{""scp_code"": ""IMI"", ""node_text"": ""Myocardial Infarction"", ""reason"": ""query is a subtype"", ""rank"": 3, ""similarity"": 0.7585110664367676, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
94,SUPERTYPE_OF,13,0.6545954942703247,"{""scp_code"": ""IMI"", ""node_text"": ""Acute Myocardial Infarction"", ""reason"": ""query is a subtype"", ""rank"": 8, ""similarity"": 0.6545954942703247, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
96,HAS_LABEL,97,1.0,"{""scp_code"": ""ASMI"", ""label_text"": ""anteroseptal myocardial infarction"", ""statement_category"": ""Myocardial Infarction"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
96,SUPERTYPE_OF,9,0.6211402416229248,"{""scp_code"": ""ASMI"", ""node_text"": ""Myocardial Infarction"", ""reason"": ""general type of myocardial infarction"", ""rank"": 2, ""similarity"": 0.6211402416229248, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
96,SUPERTYPE_OF,87,0.5874420404434204,"{""scp_code"": ""ASMI"", ""node_text"": ""Anterior wall myocardial infarction"", ""reason"": ""anterior wall includes anteroseptal"", ""rank"": 5, ""similarity"": 0.5874420404434204, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
98,HAS_LABEL,99,1.0,"{""scp_code"": ""ILMI"", ""label_text"": ""inferolateral myocardial infarction"", ""statement_category"": ""Myocardial Infarction"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
98,MAPS_TO,90,0.676814079284668,"{""scp_code"": ""ILMI"", ""node_text"": ""Inferior wall myocardial infarction"", ""reason"": ""Synonymous term"", ""rank"": 2, ""similarity"": 0.676814079284668, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
98,SUPERTYPE_OF,9,0.6728460788726807,"{""scp_code"": ""ILMI"", ""node_text"": ""Myocardial Infarction"", ""reason"": ""General myocardial infarction"", ""rank"": 3, ""similarity"": 0.6728460788726807, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
98,SUPERTYPE_OF,42,0.6568814516067505,"{""scp_code"": ""ILMI"", ""node_text"": ""Inferior Wall Myocardial Infarction"", ""reason"": ""Broader inferiority category"", ""rank"": 5, ""similarity"": 0.6568814516067505, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
100,HAS_LABEL,101,1.0,"{""scp_code"": ""AMI"", ""label_text"": ""anterior myocardial infarction"", ""statement_category"": ""Myocardial Infarction"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
100,MAPS_TO,36,0.8761476874351501,"{""scp_code"": ""AMI"", ""node_text"": ""Anterior Myocardial Infarction"", ""reason"": ""exact match on wording"", ""rank"": 1, ""similarity"": 0.8761476874351501, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
100,SUPERTYPE_OF,87,0.773312509059906,"{""scp_code"": ""AMI"", ""node_text"": ""Anterior wall myocardial infarction"", ""reason"": ""anterior wall is broader"", ""rank"": 3, ""similarity"": 0.773312509059906, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
100,SUPERTYPE_OF,13,0.7174826860427856,"{""scp_code"": ""AMI"", ""node_text"": ""Acute Myocardial Infarction"", ""reason"": ""acute encompasses specific types"", ""rank"": 4, ""similarity"": 0.7174826860427856, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
100,SUPERTYPE_OF,9,0.6611607074737549,"{""scp_code"": ""AMI"", ""node_text"": ""Myocardial Infarction"", ""reason"": ""myocardial infarction is broader"", ""rank"": 5, ""similarity"": 0.6611607074737549, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
102,HAS_LABEL,103,1.0,"{""scp_code"": ""ALMI"", ""label_text"": ""anterolateral myocardial infarction"", ""statement_category"": ""Myocardial Infarction"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
102,MAPS_TO,85,0.7371638417243958,"{""scp_code"": ""ALMI"", ""node_text"": ""Lateral Wall Myocardial Infarction"", ""reason"": ""Equivalent meaning"", ""rank"": 2, ""similarity"": 0.7371638417243958, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
102,SUPERTYPE_OF,87,0.6594342589378357,"{""scp_code"": ""ALMI"", ""node_text"": ""Anterior wall myocardial infarction"", ""reason"": ""Subtype of anterior MI"", ""rank"": 5, ""similarity"": 0.6594342589378357, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
102,SUPERTYPE_OF,9,0.6496118903160095,"{""scp_code"": ""ALMI"", ""node_text"": ""Myocardial Infarction"", ""reason"": ""General myocardial infarction"", ""rank"": 6, ""similarity"": 0.6496118903160095, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
102,SUPERTYPE_OF,13,0.6363816261291504,"{""scp_code"": ""ALMI"", ""node_text"": ""Acute Myocardial Infarction"", ""reason"": ""General myocardial infarction"", ""rank"": 8, ""similarity"": 0.6363816261291504, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
104,HAS_LABEL,105,1.0,"{""scp_code"": ""LMI"", ""label_text"": ""lateral myocardial infarction"", ""statement_category"": ""Myocardial Infarction"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
104,MAPS_TO,85,0.8295711278915405,"{""scp_code"": ""LMI"", ""node_text"": ""Lateral Wall Myocardial Infarction"", ""reason"": ""semantic equivalence"", ""rank"": 1, ""similarity"": 0.8295711278915405, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
104,SUPERTYPE_OF,9,0.6592362523078918,"{""scp_code"": ""LMI"", ""node_text"": ""Myocardial Infarction"", ""reason"": ""broad category"", ""rank"": 4, ""similarity"": 0.6592362523078918, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
106,HAS_LABEL,107,1.0,"{""scp_code"": ""INJIN"", ""label_text"": ""subendocardial injury in inferior leads"", ""statement_category"": ""ischemic ST-T changes compatible with subendocardial injury"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
106,SUPERTYPE_OF,90,0.5971287488937378,"{""scp_code"": ""INJIN"", ""node_text"": ""Inferior wall myocardial infarction"", ""reason"": ""specific type of myocardial injury"", ""rank"": 2, ""similarity"": 0.5971287488937378, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
106,SUPERTYPE_OF,42,0.5625818967819214,"{""scp_code"": ""INJIN"", ""node_text"": ""Inferior Wall Myocardial Infarction"", ""reason"": ""specific type of myocardial injury"", ""rank"": 3, ""similarity"": 0.5625818967819214, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
106,SUPERTYPE_OF,9,0.4956359267234802,"{""scp_code"": ""INJIN"", ""node_text"": ""Myocardial Infarction"", ""reason"": ""general category of myocardial injury"", ""rank"": 7, ""similarity"": 0.4956359267234802, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
108,HAS_LABEL,109,1.0,"{""scp_code"": ""INJLA"", ""label_text"": ""subendocardial injury in lateral leads"", ""statement_category"": ""ischemic ST-T changes compatible with subendocardial injury"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
108,SUPERTYPE_OF,2,0.5901767015457153,"{""scp_code"": ""INJLA"", ""node_text"": ""Myocardial Injury"", ""reason"": ""broad concept of myocardial injury"", ""rank"": 2, ""similarity"": 0.5901767015457153, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
110,HAS_LABEL,111,1.0,"{""scp_code"": ""INJIL"", ""label_text"": ""subendocardial injury in inferolateral leads"", ""statement_category"": ""ischemic ST-T changes compatible with subendocardial injury"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
110,SUPERTYPE_OF,90,0.5646880865097046,"{""scp_code"": ""INJIL"", ""node_text"": ""Inferior wall myocardial infarction"", ""reason"": ""subendocardial injury subtype"", ""rank"": 2, ""similarity"": 0.5646880865097046, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
110,SUPERTYPE_OF,85,0.5631721019744873,"{""scp_code"": ""INJIL"", ""node_text"": ""Lateral Wall Myocardial Infarction"", ""reason"": ""subendocardial injury subtype"", ""rank"": 3, ""similarity"": 0.5631721019744873, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
110,SUPERTYPE_OF,42,0.5308610796928406,"{""scp_code"": ""INJIL"", ""node_text"": ""Inferior Wall Myocardial Infarction"", ""reason"": ""subendocardial injury subtype"", ""rank"": 7, ""similarity"": 0.5308610796928406, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
110,SUPERTYPE_OF,9,0.5201094746589661,"{""scp_code"": ""INJIL"", ""node_text"": ""Myocardial Infarction"", ""reason"": ""general myocardial infarction"", ""rank"": 8, ""similarity"": 0.5201094746589661, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
112,HAS_LABEL,113,1.0,"{""scp_code"": ""PMI"", ""label_text"": ""posterior myocardial infarction"", ""statement_category"": ""Myocardial Infarction"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
112,MAPS_TO,47,0.9027674198150635,"{""scp_code"": ""PMI"", ""node_text"": ""Posterior Myocardial Infarction"", ""reason"": ""exact match to query"", ""rank"": 1, ""similarity"": 0.9027674198150635, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
112,SUPERTYPE_OF,9,0.6599889397621155,"{""scp_code"": ""PMI"", ""node_text"": ""Myocardial Infarction"", ""reason"": ""more general category"", ""rank"": 5, ""similarity"": 0.6599889397621155, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
112,SUPERTYPE_OF,13,0.6150446534156799,"{""scp_code"": ""PMI"", ""node_text"": ""Acute Myocardial Infarction"", ""reason"": ""more general category"", ""rank"": 7, ""similarity"": 0.6150446534156799, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
114,HAS_LABEL,115,1.0,"{""scp_code"": ""IPLMI"", ""label_text"": ""inferoposterolateral myocardial infarction"", ""statement_category"": ""Myocardial Infarction"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
114,MAPS_TO,90,0.649358868598938,"{""scp_code"": ""IPLMI"", ""node_text"": ""Inferior wall myocardial infarction"", ""reason"": ""Equivalent term"", ""rank"": 3, ""similarity"": 0.649358868598938, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
114,SUPERTYPE_OF,9,0.6449646353721619,"{""scp_code"": ""IPLMI"", ""node_text"": ""Myocardial Infarction"", ""reason"": ""Broader category"", ""rank"": 4, ""similarity"": 0.6449646353721619, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
114,SUPERTYPE_OF,42,0.6278090476989746,"{""scp_code"": ""IPLMI"", ""node_text"": ""Inferior Wall Myocardial Infarction"", ""reason"": ""Broader category"", ""rank"": 6, ""similarity"": 0.6278090476989746, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
116,HAS_LABEL,117,1.0,"{""scp_code"": ""IPMI"", ""label_text"": ""inferoposterior myocardial infarction"", ""statement_category"": ""Myocardial Infarction"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
116,MAPS_TO,90,0.7025455236434937,"{""scp_code"": ""IPMI"", ""node_text"": ""Inferior wall myocardial infarction"", ""reason"": ""Equivalent term"", ""rank"": 3, ""similarity"": 0.7025455236434937, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
116,SUPERTYPE_OF,9,0.6860203146934509,"{""scp_code"": ""IPMI"", ""node_text"": ""Myocardial Infarction"", ""reason"": ""More general"", ""rank"": 5, ""similarity"": 0.6860203146934509, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
116,MAPS_TO,42,0.6688477396965027,"{""scp_code"": ""IPMI"", ""node_text"": ""Inferior Wall Myocardial Infarction"", ""reason"": ""Equivalent term"", ""rank"": 7, ""similarity"": 0.6688477396965027, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_disease.json""}"
118,HAS_LABEL,119,1.0,"{""scp_code"": ""ISC_"", ""label_text"": ""non-specific ischemic"", ""statement_category"": ""Basic roots for coding ST-T changes and abnormalities"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
118,SUPERTYPE_OF,10,0.42263123393058777,"{""scp_code"": ""ISC_"", ""node_text"": ""ST segment depression"", ""reason"": ""more general than non-specific"", ""rank"": 2, ""similarity"": 0.42263123393058777, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
118,SUPERTYPE_OF,3,0.3946021497249603,"{""scp_code"": ""ISC_"", ""node_text"": ""ST-segment elevation"", ""reason"": ""general category of elevation"", ""rank"": 7, ""similarity"": 0.3946021497249603, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
120,HAS_LABEL,121,1.0,"{""scp_code"": ""ISCAL"", ""label_text"": ""ischemic in anterolateral leads"", ""statement_category"": ""ischemic ST-T changes"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
120,SUPERTYPE_OF,38,0.6129074692726135,"{""scp_code"": ""ISCAL"", ""node_text"": ""ST segment elevation in lateral leads (aVL, I, and V6)"", ""reason"": ""lateral leads included"", ""rank"": 8, ""similarity"": 0.6129074692726135, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
122,HAS_LABEL,123,1.0,"{""scp_code"": ""ISCIN"", ""label_text"": ""ischemic in inferior leads"", ""statement_category"": ""ischemic ST-T changes"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
122,MAPS_TO,41,0.6767625212669373,"{""scp_code"": ""ISCIN"", ""node_text"": ""ST segment elevation in the inferior leads (II, III, and aVF)"", ""reason"": ""equivalent finding in inferior leads"", ""rank"": 5, ""similarity"": 0.6767625212669373, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
124,HAS_LABEL,125,1.0,"{""scp_code"": ""ISCIL"", ""label_text"": ""ischemic in inferolateral leads"", ""statement_category"": ""ischemic ST-T changes"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
124,SUPERTYPE_OF,50,0.6950572729110718,"{""scp_code"": ""ISCIL"", ""node_text"": ""ST segment elevation in inferior and lateral leads"", ""reason"": ""generalizes ST elevation"", ""rank"": 1, ""similarity"": 0.6950572729110718, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
124,SUPERTYPE_OF,40,0.6649612784385681,"{""scp_code"": ""ISCIL"", ""node_text"": ""ST segment elevation in the inferior leads"", ""reason"": ""specific case of ischemic finding"", ""rank"": 3, ""similarity"": 0.6649612784385681, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
124,SUPERTYPE_OF,35,0.6382272243499756,"{""scp_code"": ""ISCIL"", ""node_text"": ""ST segment elevation in two adjacent leads"", ""reason"": ""generalization of two leads"", ""rank"": 5, ""similarity"": 0.6382272243499756, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
124,SUPERTYPE_OF,41,0.6246271729469299,"{""scp_code"": ""ISCIL"", ""node_text"": ""ST segment elevation in the inferior leads (II, III, and aVF)"", ""reason"": ""subset of inferior leads"", ""rank"": 6, ""similarity"": 0.6246271729469299, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
126,HAS_LABEL,127,1.0,"{""scp_code"": ""ISCLA"", ""label_text"": ""ischemic in lateral leads"", ""statement_category"": ""ischemic ST-T changes"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
126,MAPS_TO,38,0.6230058073997498,"{""scp_code"": ""ISCLA"", ""node_text"": ""ST segment elevation in lateral leads (aVL, I, and V6)"", ""reason"": ""same lateral leads involvement"", ""rank"": 3, ""similarity"": 0.6230058073997498, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
108,HAS_LABEL,109,1.0,"{""scp_code"": ""INJLA"", ""label_text"": ""subendocardial injury in lateral leads"", ""statement_category"": ""ischemic ST-T changes compatible with subendocardial injury"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
108,SUPERTYPE_OF,38,0.6043423414230347,"{""scp_code"": ""INJLA"", ""node_text"": ""ST segment elevation in lateral leads (aVL, I, and V6)"", ""reason"": ""general ST elevation"", ""rank"": 4, ""similarity"": 0.6043423414230347, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
128,HAS_LABEL,129,1.0,"{""scp_code"": ""QWAVE"", ""label_text"": ""Q waves present"", ""statement_category"": ""Other QRS morphology descriptive statements"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
128,MAPS_TO,24,0.8709629774093628,"{""scp_code"": ""QWAVE"", ""node_text"": ""Q waves"", ""reason"": ""exact equivalence"", ""rank"": 1, ""similarity"": 0.8709629774093628, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
128,SUPERTYPE_OF,21,0.7020890712738037,"{""scp_code"": ""QWAVE"", ""node_text"": ""abnormal Q waves"", ""reason"": ""broader category"", ""rank"": 2, ""similarity"": 0.7020890712738037, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
128,SUPERTYPE_OF,8,0.6702477931976318,"{""scp_code"": ""QWAVE"", ""node_text"": ""Abnormal ventricular depolarization: Q waves"", ""reason"": ""broader category"", ""rank"": 3, ""similarity"": 0.6702477931976318, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
128,SUPERTYPE_OF,71,0.6618287563323975,"{""scp_code"": ""QWAVE"", ""node_text"": ""Q wave (> 30 ms) in two or more lateral leads (I, aVL, V5, or V6)"", ""reason"": ""broader category"", ""rank"": 4, ""similarity"": 0.6618287563323975, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
128,SUPERTYPE_OF,76,0.6363341808319092,"{""scp_code"": ""QWAVE"", ""node_text"": ""Presence of Q waves in two of the lateral leads (I, aVL, V5, V6)"", ""reason"": ""broader category"", ""rank"": 7, ""similarity"": 0.6363341808319092, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
128,SUPERTYPE_OF,79,0.6353856921195984,"{""scp_code"": ""QWAVE"", ""node_text"": ""Development of Q waves in the inferior leads"", ""reason"": ""broader category"", ""rank"": 8, ""similarity"": 0.6353856921195984, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
130,HAS_LABEL,131,1.0,"{""scp_code"": ""STD_"", ""label_text"": ""non-specific ST depression"", ""statement_category"": ""Basic roots for coding ST-T changes and abnormalities"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
130,SUPERTYPE_OF,64,0.7617446780204773,"{""scp_code"": ""STD_"", ""node_text"": ""diffuse ST segment depression"", ""reason"": ""specific type of ST depression"", ""rank"": 1, ""similarity"": 0.7617446780204773, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
130,SUPERTYPE_OF,10,0.7024798393249512,"{""scp_code"": ""STD_"", ""node_text"": ""ST segment depression"", ""reason"": ""general type of ST depression"", ""rank"": 3, ""similarity"": 0.7024798393249512, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
132,HAS_LABEL,133,1.0,"{""scp_code"": ""STE_"", ""label_text"": ""non-specific ST elevation"", ""statement_category"": ""Basic roots for coding ST-T changes and abnormalities"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
132,MAPS_TO,3,0.7180912494659424,"{""scp_code"": ""STE_"", ""node_text"": ""ST-segment elevation"", ""reason"": ""exact match with elevation"", ""rank"": 2, ""similarity"": 0.7180912494659424, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
132,MAPS_TO,1,0.6925619840621948,"{""scp_code"": ""STE_"", ""node_text"": ""ST segment elevation"", ""reason"": ""synonymous finding"", ""rank"": 4, ""similarity"": 0.6925619840621948, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
134,HAS_LABEL,135,1.0,"{""scp_code"": ""TAB_"", ""label_text"": ""T-wave abnormality"", ""statement_category"": ""Basic roots for coding ST-T changes and abnormalities"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
134,MAPS_TO,27,0.7290679812431335,"{""scp_code"": ""TAB_"", ""node_text"": ""T wave inversion"", ""reason"": ""same abnormality stated"", ""rank"": 1, ""similarity"": 0.7290679812431335, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
134,MAPS_TO,6,0.712441086769104,"{""scp_code"": ""TAB_"", ""node_text"": ""T-wave inversions"", ""reason"": ""synonymous wording"", ""rank"": 2, ""similarity"": 0.712441086769104, ""edge_type"": ""RELATED_TO"", ""data_source"": ""ptbxl_scp_to_book_ecgfinding.json""}"
